var_name,summary,question,valid_labels,missing_labels
V083118x,N2f2ax. [NEW] SUMMARY: Rep Pres cand position on def spend,"SUMMARY: REPUBLICAN PRESIDENTIAL CAND POSITION-
DEFENSE SPENDING (BRANCHING) [NEW]","1. A lot more
2. Somewhat more
3. Slightly more
4. About the same
5. Slightly less
6. Somewhat less
7. A lot less","-1. INAP, R selected for VERSION OLD
-8. Don't know (in N2f2 or N2f2a)
-9. Refused (in N2f2 or N2f2a)"
V083119,N3a. [OLD] Govt/private medical insur scale: self-placement,"Where would you place YOURSELF on this scale, or haven�t you
thought much about this?","1. Govt insurance plan
7. Private insurance plan","-1. INAP, R selected for VERSION NEW
-7. Haven't thought much about it
-8. Don't know
-9. Refused"
V083120,N3b. [OLD] Importance of govt insurance issue to R,"How important is this issue to you personally? NOT IMPORTANT
AT ALL, NOT TOO IMPORTANT, SOMEWHAT IMPORTANT, VERY IMPORTANT,
OR EXTREMELY IMPORTANT?","1. Not important at all
2. Not too important
3. Somewhat important
4. Very important
5. Extremely important","-1. INAP, R selected for VERSION NEW
-8. Don't know
-9. Refused"
V083121a,N3c1. [OLD] Insurance scale: Dem Pres cand,"(Still looking at Page 10)
Where would you place BARACK OBAMA on this issue?","1. Govt insurance plan
7. Private insurance plan","-1. INAP, R selected for VERSION NEW
-8. Don't know
-9. Refused"
V083121b,N3c2. [OLD] Insurance scale: Rep Pres cand,"(Still looking at Page 10)
Where would you place JOHN MCCAIN on this issue?","1. Govt insurance plan
7. Private insurance plan","-1. INAP, R selected for VERSION NEW
-8. Don't know
-9. Refused"
V083122,N3d. [NEW] Favor/opp prescription drug coverage for seniors,"Do you FAVOR, OPPOSE, or NEITHER FAVOR NOR OPPOSE the U.S.
government paying for all of the cost of prescription drugs for
senior citizens who are living on very little income?","1. Favor
2. Oppose
3. Neither favor nor oppose","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083122a,N3d1. [NEW] How much favor/opp prescr drug cover for seniors,"Do you favor that A GREAT DEAL, MODERATELY, or A LITTLE? /
Do you oppose that A GREAT DEAL, MODERATELY, or A LITTLE?","1. A great deal
2. Moderately
3. A little","-1. INAP,
-8. Don't know
-9. Refused"
V083122x,N3d1x. [NEW] SUMMARY: R position on senior prescr drug cover,"SUMMARY: R POSITION-
SENIOR PRESCRIPTION DRUG COVERAGE (BRANCHING) [NEW]","1. Favor a great deal
2. Favor moderately
3. Favor a little
4. Neither favor nor oppose
5. Oppose a little
6. Oppose moderately
7. Oppose a great deal","-1. INAP, R selected for VERSION OLD
-8. Don't know (in N3d or N3d1)
-9. Refused (in N3d or N3d1)"
V083123,N3e. [NEW] Importance of prescript drug coverage for seniors,"How important is this issue to you personally?  (NOT IMPORTANT
AT ALL, SLIGHTLY IMPORTANT, MODERATELY IMPORTANT, VERY IMPORTANT,
or EXTREMELY IMPORTANT?)","1. Not important at all
2. Slightly important
3. Moderately important
4. Very important
5. Extremely important","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083124,N3f. [NEW] Favor/oppose universal health coverage,"Do you FAVOR, OPPOSE, or NEITHER FAVOR NOR OPPOSE the U.S.
government paying for all necessary medical care for all
Americans?","1. Favor
2. Oppose
3. Neither favor nor oppose","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083124a,N3f1. [NEW] How much favor/oppose universal health coverage,"Do you favor that A GREAT DEAL, MODERATELY, or A LITTLE? /
Do you oppose that A GREAT DEAL, MODERATELY, or A LITTLE?","1. A great deal
2. Moderately
3. A little","-1. INAP,
-8. Don't know
-9. Refused"
V083124x,N3f1x. [NEW] SUMMARY: R position on universal health care,"SUMMARY: R POSITION-
UNIVERSAL HEALTH CARE (BRANCHING) [NEW]","1. Favor a great deal
2. Favor moderately
3. Favor a little
4. Neither favor nor oppose
5. Oppose a little
6. Oppose moderately
7. Oppose a great deal","-1. INAP, R selected for VERSION OLD
-8. Don't know (in N3f or N3f1)
-9. Refused (in N3f or N3f1)"
V083125,N3g. [NEW] Importance of universal health coverage,"How important is this issue to you personally?  (NOT IMPORTANT
AT ALL, SLIGHTLY IMPORTANT, MODERATELY IMPORTANT, VERY IMPORTANT,
or EXTREMELY IMPORTANT?)","1. Not important at all
2. Slightly important
3. Moderately important
4. Very important
5. Extremely important","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083126,N3h1. [NEW] Dem pres cand favor/opp universal health cover,"What about BARACK OBAMA?
(Does Barack Obama FAVOR, OPPOSE, or NEITHER FAVOR NOR OPPOSE
the U.S. government paying for all necessary medical care for
all Americans?)","1. Favor
2. Oppose
3. Neither favor nor oppose","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083126a,N3h1a. [NEW] How mch Dem Pres cand fav/opp univ health cover,"Does he favor that A GREAT DEAL, MODERATELY, or A LITTLE? /
Does he oppose that A GREAT DEAL, MODERATELY, or A LITTLE?","1. A great deal
2. Moderately
3. A little","-1. INAP,
-8. Don't know
-9. Refused"
V083126x,N3h1ax. [NEW] SUMMARY: Dem Pres cand posn on univ healthcare,"SUMMARY: DEMOCRATIC PRESIDENTIAL CAND POSITION-
UNIVERSAL HEALTH CARE (BRANCHING) [NEW]","1. Favor a great deal
2. Favor moderately
3. Favor a little
4. Neither favor nor oppose
5. Oppose a little
6. Oppose moderately
7. Oppose a great deal","-1. INAP, R selected for VERSION OLD
-8. Don't know (in N3h1 or N3h1a)
-9. Refused (in N3h1 or N3h1a)"
V083127,N3h2. NEW] Rep pres cand favor/opp universal health cover,"What about JOHN MCCAIN?
(Does John McCain FAVOR, OPPOSE, or NEITHER FAVOR NOR OPPOSE
the U.S. government paying for all necessary medical care for
all Americans?)","1. Favor
2. Oppose
3. Neither favor nor oppose","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083127a,N3h2a. [NEW] How mch Rep Pres cand fav/opp univ health cover,"Does he favor that A GREAT DEAL, MODERATELY, or A LITTLE? /
Does he oppose that A GREAT DEAL, MODERATELY, or A LITTLE?","1. A great deal
2. Moderately
3. A little","-1. INAP,
-8. Don't know
-9. Refused"
V083127x,N3h2ax. [NEW] SUMMARY: Rep Pres cand posn on univ healthcare,"SUMMARY: REPUBLICAN PRESIDENTIAL CAND POSITION-
UNIVERSAL HEALTH CARE (BRANCHING) [NEW]","1. Favor a great deal
2. Favor moderately
3. Favor a little
4. Neither favor nor oppose
5. Oppose a little
6. Oppose moderately
7. Oppose a great deal","-1. INAP, R selected for VERSION OLD
-8. Don't know (in N3h2 or N3h2a)
-9. Refused (in N3h2 or N3h2a)"
V083128,N4a. [OLD] Guaranteed job-income scale: self-placement,"Where would you place YOURSELF on this scale, or haven�t you
thought much about this?","1. Govt should see to jobs and standard of living
7. Govt should let each person get ahead on own","-1. INAP, R selected for VERSION NEW
-7. Haven't thought much about this
-8. Don't know
-9. Refused"
V083129,N4b. [OLD] Importance of guaranteed job-income issue to,"How important is this issue to you personally?  NOT IMPORTANT
AT ALL, NOT TOO IMPORTANT, SOMEWHAT IMPORTANT, VERY IMPORTANT,
OR EXTREMELY IMPORTANT?","1. Not important at all
2. Not too important
3. Somewhat important
4. Very important
5. Extremely important","-1. INAP, R selected for VERSION NEW
-8. Don't know
-9. Refused"
V083130a,N4c1. [OLD] Guar job scale: Dem Pres cand,"(Still looking at Page 11)
Where would you place BARACK OBAMA on this issue?","1. Govt should see to jobs and standard of living
7. Govt should let each person get ahead on own","-1. INAP, R selected for VERSION NEW
-8. Don't know
-9. Refused"
V083130b,N4c2. [OLD] Guar job scale: Rep Pres cand,"(Still looking at Page 11)
Where would you place JOHN MCCAIN on this issue?","1. Govt should see to jobs and standard of living
7. Govt should let each person get ahead on own","-1. INAP, R selected for VERSION NEW
-8. Don't know
-9. Refused"
V083131,N4d. [NEW] Favor/oppose illegal immigrant work period,"Citizens of other countries who have come to live in the
United States without the permission of the U.S. government are
called ""illegal immigrants.""
Do you FAVOR, OPPOSE, or NEITHER FAVOR NOR OPPOSE allowing
illegal immigrants to work in the United States for up to
three years, after which they would have to go back to
their home country?","1. Favor
2. Oppose
3. Neither favor nor oppose","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083131a,N4d1. [NEW] How much favor/opp illegal immigrant work period,"Do you favor that A GREAT DEAL, MODERATELY, or A LITTLE? /
Do you oppose that A GREAT DEAL, MODERATELY, or A LITTLE?","1. A great deal
2. Moderately
3. A little","-1. INAP,
-8. Don't know
-9. Refused"
V083131x,N4d1x. [NEW] SUMMARY: R on illegal immigr work period,"SUMMARY: R POSITION-
ILLEGAL IMMIGRANT WORK PERIOD (BRANCHING) [NEW]","1. Favor a great deal
2. Favor moderately
3. Favor a little
4. Neither favor nor oppose
5. Oppose a little
6. Oppose moderately
7. Oppose a great deal","-1. INAP, R selected for VERSION OLD
-8. Don't know (in N4d or N4d1)
-9. Refused (in N4d or N4d1)"
V083132,N4e. [NEW] Importance of illegal immigrant work period,"How important is this issue to you personally?  (NOT IMPORTANT
AT ALL, SLIGHTLY IMPORTANT, MODERATELY IMPORTANT, VERY IMPORTANT,
or EXTREMELY IMPORTANT?)","1. Not important at all
2. Slightly important
3. Moderately important
4. Very important
5. Extremely important","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083133,N4f. [NEW] Favor/opp citizenshp process for illeg immigrants,"Do you FAVOR, OPPOSE, or NEITHER FAVOR NOR OPPOSE the U.S.
government making it possible for illegal immigrants to
become U.S. citizens?","1. Favor
2. Oppose
3. Neither favor nor oppose","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083133a,N4f1. [NEW] How much favor/oppose citizenship illegals,"Do you favor that A GREAT DEAL, MODERATELY, or A LITTLE? /
Do you oppose that A GREAT DEAL, MODERATELY, or A LITTLE?","1. A great deal
2. Moderately
3. A little","-1. INAP,
-8. Don't know
-9. Refused"
V083133x,N4f1x. [NEW] SUMMARY: R on illegal immigr citizenshp process,"SUMMARY: R POSITION-
ILLEGAL IMMIGRANT CITIZENSHIP PROCESS (BRANCHING) [NEW]","1. Favor a great deal
2. Favor moderately
3. Favor a little
4. Neither favor nor oppose
5. Oppose a little
6. Oppose moderately
7. Oppose a great deal","-1. INAP, R selected for VERSION OLD
-8. Don't know (in N4f or N4f1)
-9. Refused (in N4ff or N4f1)"
V083134,N4g. [NEW] Importance of citizenship illegals issue,"How important is this issue to you personally?  (NOT IMPORTANT
AT ALL, SLIGHTLY IMPORTANT, MODERATELY IMPORTANT, VERY IMPORTANT,
or EXTREMELY IMPORTANT?)","1. Not important at all
2. Slightly important
3. Moderately important
4. Very important
5. Extremely important","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083135,N4h1. [NEW] Dem Pres cand favor/oppose citizenship illegals,"What about BARACK OBAMA?
(Does Barack Obama FAVOR, OPPOSE, or NEITHER FAVOR NOR OPPOSE
the U.S. government making it possible for illegal immigrants
to become U.S. citizens?","1. Favor
2. Oppose
3. Neither favor nor oppose","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083135a,N4h1a. [NEW] How mch Dem Pres cand fav/opp citznshp illegals,"Does he favor that A GREAT DEAL, MODERATELY, or A LITTLE? /
Does he oppose that A GREAT DEAL, MODERATELY, or A LITTLE?","1. A great deal
2. Moderately
3. A little","-1. INAP,
-8. Don't know
-9. Refused"
V083135x,N4h1ax. [NEW] SUMMARY: Dem Pres cand on illeg immgr citznshp,"SUMMARY: DEMOCRATIC PRESIDENTIAL CAND POSITION-
ILLEGAL IMMIGRANT CITIZENSHIP PROCESS (BRANCHING) [NEW]","1. Favor a great deal
2. Favor moderately
3. Favor a little
4. Neither favor nor oppose
5. Oppose a little
6. Oppose moderately
7. Oppose a great deal","-1. INAP, R selected for VERSION OLD
-8. Don't know (in N4h1 or N4h1a)
-9. Refused (in N4h1 or N4h1a)"
V083136,N4h2. [NEW] Rep pres cand favor/oppose citizenship illegals,"What about JOHN MCCAIN?
(Does John McCain FAVOR, OPPOSE, or NEITHER FAVOR NOR OPPOSE
the U.S. government making it possible for illegal immigrants
to become U.S. citizens?","1. Favor
2. Oppose
3. Neither favor nor oppose","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083136a,N4h2a. [NEW] How mch Rep Pres cand fav/opp citznshp illegals,"Does he favor that A GREAT DEAL, MODERATELY, or A LITTLE? /
Does he oppose that A GREAT DEAL, MODERATELY, or A LITTLE?","1. A great deal
2. Moderately
3. A little","-1. INAP,
-8. Don't know
-9. Refused"
V083136x,N4h2ax. [NEW] SUMMARY: Rep Pres cand on illeg immgr citznshp,"SUMMARY: REPUBLICAN PRESIDENTIAL CAND POSITION-
ILLEGAL IMMIGRANT CITIZENSHIP PROCESS (BRANCHING) [NEW]","1. Favor a great deal
2. Favor moderately
3. Favor a little
4. Neither favor nor oppose
5. Oppose a little
6. Oppose moderately
7. Oppose a great deal","-1. INAP, R selected for VERSION OLD
-8. Don't know (in N4h2 or N4h2a)
-9. Refused (in N4h2 or N4h2a)"
V083137,N5a. Govt assistance to blacks scale: self-placement,"(Still looking at page 12 of the booklet.)
Where would you place YOURSELF on this scale, or haven't you
thought much about this?","1. Govt should help blacks
7. Blacks should help themselves","-7. Haven't thought much about this
-8. Don't know
-9. Refused"
V083138a,N5b1. [OLD] Importance of aid to blacks issue to R,"How important is this issue to you personally?  (NOT IMPORTANT
AT ALL, NOT TOO IMPORTANT, SOMEWHAT IMPORTANT, VERY IMPORTANT,
or EXTREMELY IMPORTANT?)","1. Not important at all
2. Not too important
3. Somewhat important
4. Very important
5. Extremely important","-1. INAP, R selected for VERSION NEW
-8. Don't know
-9. Refused"
V083138b,N5b2. [NEW] Importance of aid to blacks issue to R,"How important is this issue to you personally?  (NOT IMPORTANT
AT ALL, SLIGHTLY IMPORTANT, MODERATELY IMPORTANT, VERY IMPORTANT,
or EXTREMELY IMPORTANT?)","1. Not important at all
2. Slightly important
3. Moderately important
4. Very important
5. Extremely important","-1. INAP, R selected for VERSION OLD
-8. Don't know
-9. Refused"
V083139a,N5c1. Aid to blacks Placement: Dem Pres cand,"(Still looking at page 12 of the booklet.)
Where would you place BARACK OBAMA on this issue?","1. Govt should help blacks
7. Blacks should help themselves","-8. Don't know
-9. Refused"
V083139b,N5c2. Aid to blacks Placement: Rep Pres cand,"(Still looking at page 12 of the booklet.)
Where would you place JOHN MCCAIN on this issue?","1. Govt should help blacks
7. Blacks should help themselves","-8. Don't know
-9. Refused"
V083140,P1a. Federal Budget Spending: building-repairing highways,"BUILDING AND REPAIRING HIGHWAYS
If you had a say in making up the federal budget this year,
should federal spending on building and repairing highways
be INCREASED, DECREASED, or kept ABOUT THE SAME?","1. Increased
3. Decreased
5. Kept about the same
7. Cut out entirely {VOL}","-8. Don't know
-9. Refused"
V083140a,P1a1. How much increase or decrease spending on highways,"Should it be increased A GREAT DEAL, A MODERATE AMOUNT, or A LITTLE? /
Should it be decreased A GREAT DEAL, A MODERATE AMOUNT, or A LITTLE?","1. A great deal
2. A moderate amount
3. A little","-1. INAP,
-8. Don't know
-9. Refused"
V083140x,P1a1x. SUMMARY: increase or decrease spending on highways,"SUMMARY: INCREASE OR DECREASE SPENDING-
HIGHWAYS","1. Increased a great deal
2. Increased a moderate amount
3. Increased a little
4. Kept about the same
5. Decreased a little
6. Decreased a moderate amount
7. Decreased a great deal
8. Cut out entirely [VOL]","-8. Don't know
-9. Refused"
V083141,P1b. Federal Budget Spending: Social Security,"(What about)
SOCIAL SECURITY
(Should federal spending on Social Security be INCREASED,
DECREASED, or kept ABOUT THE SAME?)","1. Increased
3. Decreased
5. Kept about the same
7. Cut out entirely {VOL}","-8. Don't know
-9. Refused"
V083141a,P1b1. How much increase or decrease spend on Soc Security,"Should it be increased A GREAT DEAL, A MODERATE AMOUNT, or A LITTLE? /
Should it be decreased A GREAT DEAL, A MODERATE AMOUNT, or A LITTLE?","1. A great deal
2. A moderate amount
3. A little","-1. INAP,
-8. Don't know
-9. Refused"
V083141x,P1b1x. SUMMARY: increase or decrease spend on Soc Security,"SUMMARY: INCREASE OR DECREASE SPENDING-
SOCIAL SECURITY","1. Increased a great deal
2. Increased a moderate amount
3. Increased a little
4. Kept about the same
5. Decreased a little
6. Decreased a moderate amount
7. Decreased a great deal
8. Cut out entirely [VOL]","-8. Don't know
-9. Refused"
V083142,P1c. Federal Budget Spending: public schools,"(What about)
PUBLIC SCHOOLS
(Should federal spending on public schools be INCREASED,
DECREASED, or kept ABOUT THE SAME?)","1. Increased
3. Decreased
5. Kept about the same
7. Cut out entirely {VOL}","-8. Don't know
-9. Refused"
V083142a,P1c1. How much increase or decrease spend on public schools,"Should it be increased A GREAT DEAL, A MODERATE AMOUNT, or A LITTLE? /
Should it be decreased A GREAT DEAL, A MODERATE AMOUNT, or A LITTLE?","1. A great deal
2. A moderate amount
3. A little","-1. INAP,
-8. Don't know
-9. Refused"
V083142x,P1c1x. SUMMARY: increase or decrease spend on public schools,"SUMMARY: INCREASE OR DECREASE SPENDING-
PUBLIC SCHOOLS","1. Increased a great deal
2. Increased a moderate amount
3. Increased a little
4. Kept about the same
5. Decreased a little
6. Decreased a moderate amount
7. Decreased a great deal
8. Cut out entirely [VOL]","-8. Don't know
-9. Refused"
V083143,P1d. Federal Budget Spending: science and technology,"(What about)
SCIENCE AND TECHNOLOGY
(Should federal spending on science and technology be INCREASED,
DECREASED, or kept ABOUT THE SAME?)","1. Increased
3. Decreased
5. Kept about the same
7. Cut out entirely {VOL}","-8. Don't know
-9. Refused"
