var_name,description,question,valid_labels,missing_labels
cses_diffpower,CSES: 5ptscale: make a differencewho is in power,"Please look at page [preload: postpg_k] in the booklet. Some people say that IT DOESN'T MAKE ANY DIFFERENCE who is in power. Others say that IT MAKES A BIG DIFFERENCE who is in power. Using the scale in the booklet, (where ONE means that it doesn't make any difference who is in power and FIVE means that it makes a big difference who is in power), where wouldyou place yourself? WebLogic: Online, omit the booklet reference in the first line. Change 'Using the scale in the booklet' to 'Using the scale below' Show numbers on all five scale points inthe response options.",,
cses_diffvote,CSES: 5ptscale: make a differencewho one votes for,"Now turning to page [preload: postpg_m] in the booklet. Some people say that no matter who people vote for, IT WON'T MAKE ANY DIFFERENCE to what happens. Others say that who people vote for CAN MAKE A BIG DIFFERENCE to what happens. Using the scale in the booklet, (where ONE means that voting won't make any difference to what happens and FIVEmeansthatvotingcanmakeabigdifference),wherewouldyouplace yourself? WebLogic: Online, omit the booklet reference in the first line. Change 'Using the scale in the booklet' to 'Using the scale below'. Show numbers on all five scale points inthe response options.",,
cses_dptylike,CSES: 10ptscale: like-dislike Democratic Party,"Pleaseturntopage[preload: postpg_n]ofthebooklet. I'dliketoknowwhat youthinkaboutourpoliticalparties. AfterIreadthenameofapoliticalparty, please rate it on a scale from 0 to 10, where 0 means you strongly dislike thatpartyand10meansthatyoustronglylikethatparty. IfIcometoaparty youhaven'theardoforyoufeelyoudonotknowenoughabout,justsayso. The firstparty is the DEMOCRATICPARTY. WebLogic: Online, number each response option 0 to 10. Render the question text as follows: We would like to know what you think about our political par- ties. Please rate each political party on a scale from 0 to 10, where 0 means you strongly dislike that party and 10 means that you strongly like that party. If we come to a party you haven't heard of or you feel you do not know enough about, you don't have to answer. The first party is the DEMOCRATICPARTY.",,
cses_rptylike,CSES: 10ptscale: like-dislike Republican Party,"Using thesame scale, where would you placethe REPUBLICAN PARTY? WebLogic: Online,number each response option 0 to10.",,
cses_rpclike,CSES: 10ptscale: like-dislike Republican Prescand,"Andwhatdoyouthinkofthepresidentialcandidates? AfterIreadthename ofapresidentialcandidate,pleaseratethemonascalefrom0to10,where 0meansyoustronglydislikethatcandidateand10meansthatyoustrongly likethatcandidate. IfIcometoapresidentialcandidateyouhaven￿theard of or you feel you do not know enough about, just say so. The first is [preload: REP_PCNAME] WebLogic: Online, number each response option 0 to 10. Render the question text as follows: And what do you think of the presidential candidates? Please rate them on a scale from 0 to 10, where 0 means you strongly dislike that candidate and 10 means that you strongly like that candidate. If we name a presidential candidate you haven￿t heard of or you feel you do not know enough about, you don't have to answer the question. The first is [preload: REP_PCNAME]",,
cses_dpclike,CSES: 10ptscale: like-dislike Democratic Prescand,"Using thesame scale, where would you place[preload: DEM_PCNAME]?",,
cses_dptyleft,CSES: 10ptscale: left-right Democratic Party,"Please turn to page [preload: postpg_p] of the booklet. In politics people sometimestalkofleftandright. WherewouldyouplacetheDEMOCRATIC PARTY on a scale from 0 to 10 where 0 means the left and 10 means the right? WebLogic: Online,omitbookletreference. Shownumbers0to10inresponseoptions.",,
cses_rptyleft,CSES: 10ptscale: left-right Republican Party,"Using thesame scale, where would you placethe REPUBLICAN PARTY? WebLogic: Online,show numbers 0 to 10 inresponse options.",,
cses_selfleft,CSES: 10ptscale: left-right self placement,"Where wouldyou place YOURSELF on this scale? WebLogic: Online,show numbers 0 to 10 inresponse options.",,
cses_satisdem,CSES: Satisfiedwith way democracy works in theU.S,"Onthewhole,areyou[VERYSATISFIED,FAIRLYSATISFIED,NOTVERY SATISFIED, or NOT AT ALL SATISFIED / NOT AT ALL SATISFIED, NOT VERYSATISFIED,FAIRLYSATISFIED,orVERYSATISFIED]withtheway democracy worksin the United States?","1. Verysatisfied
2. Fairly satisfied
3. Not verysatisfied
4. Not satisfied at all
1. Verysatisfied
2. Fairly satisfied
3. Not very satisfied
4. Not satisfied atall
","-6. Not asked, unit nonresponse(no post-election
-7. Deleted due topartial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
cses_closepty,CSES: Closeto any political party,Do youusually think of yourself as closeto any particular party?,"1. Yes
2. No
1. Yes
2. No
","-6. Not asked, unit nonresponse(no post-election
-7. Deleted due topartial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
cses_ptymore,CSES: Closerto one party,Do you feel yourself a little closer to one of the political parties than the others?,"1. Yes
2. No
1. Yes
2. No
","-1. Inapplicable
-6. Not asked, unit nonresponse(no post-election
-7. Deleted due topartial (post-election) interview
-8. Don't know
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
cses_ptyclost,CSES: Partyclosest to,Which partydo you feel closest to?,"1. Democratic party
2. Republican party
5. Other (SPECIFY)
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
"
cses_ptyclost_oth,POST:RESTRICTED: CSES:Party closest to,,,"-3. Restricted access
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-3. Restricted access
-6. Not asked, unit
-7. Deleted due to partial
"
cses_degclose,CSES: Degreecloseness,"Doyoufeel[veryclosetothisparty,somewhatclose,ornotveryclose/not very close,somewhat close, or very close tothis party]?","1. Veryclose
2. Somewhat close
3. Not very close
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleted due to partial (post-election)interview
-8. Don't know
-9. Refused
"
cses_contct,CSES: Mobilization: institutional contact,"During the campaign, did a party or candidate contact you in person or by any othermeans?","1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
cses_ftf,CSES: Mobilization: institutional contact - inperson,"Did theycontact you in person, face-to-face?","1. Yes
2. No
1. Yes
2. No
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-9. Refused
"
cses_mail,CSES: Mobilization: institutional contact - bymail,Did theycontact you by mail?,"1. Yes
2. No
1. Yes
2. No
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
cses_phone,CSES: Mobilization: institutional contact - byphone,Did theycontact you by phone?,"1. Yes
2. No
1. Yes
2. No
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
cses_txtmsg,CSES: Mobilization: institutional contact - textmessaging,Did theycontact you by text message orSMS?,"1. Yes
2. No
1. Yes
2. No
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
cses_email,CSES: Mobilization: institutional contact - email,Did theycontact you by email?,"1. Yes
2. No
1. Yes
2. No
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
cses_socnet,CSES: Mobilization: institutional contact - socialnetwork,Did they contact you through a social network site or other Web-based method?,"1. Yes
2. No
1. Yes
2. No
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
cses_ptycont_1st,POST:FTF ONLY:CSES: Mobilization: institutional contact mention 1,,"1. Candidate- Democratic
2. Candidate -Republican
3. Party - Democratic
4. Party - Republican
5. Other (SPECIFY)
1. Candidate -Democratic
2. Candidate -Republican
3. Party - Democratic
4. Party - Republican
5. Other (SPECIFY)
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
cses_ptycont_2nd,POST:FTF ONLY:CSES: Mobilization: institutional contact mention 2,,"2. Candidate -Republican
3. Party - Democratic
4. Party - Republican
5. Other (SPECIFY)
2. Candidate -Republican
3. Party - Democratic
4. Party - Republican
5. Other (SPECIFY)
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
cses_ptycont_3rd,POST:FTF ONLY:CSES: Mobilization: institutional contact mention 3,,"3. Party - Democratic
4. Party - Republican
5. Other (SPECIFY)
3. Party - Democratic
4. Party - Republican
5. Other (SPECIFY)
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
cses_ptycont_4th,POST:FTF ONLY:CSES: Mobilization: institutional contact mention 4,,"4. Party - Republican
5. Other (SPECIFY)
4. Party - Republican
5. Other (SPECIFY)
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
cses_ptycont_5th,POST:FTF ONLY:CSES: Mobilization: institutional contact mention 5,,"5. Other (SPECIFY)
5. Other (SPECIFY)
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
cses_ptycont_dc,POST:CSES: Mobilization: institutional contact Democratic candidate,,"0. Notmentioned by R
1. Mentioned by R
0. Not mentionedby R
1. Mentioned by R
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
cses_ptycont_rc,POST:CSES: Mobilization: institutional contact Republican candidate,,"0. Notmentioned by R
1. Mentioned by R
0. Not mentionedby R
1. Mentioned by R
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
cses_ptycont_dp,POST:CSES: Mobilization: institutional contact Democratic party,,"0. Notmentioned by R
1. Mentioned by R
0. Not mentionedby R
1. Mentioned by R
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
cses_ptycont_rp,POST:CSES: Mobilization: institutional contact Republican party,,"0. Notmentioned by R
1. Mentioned by R
0. Not mentionedby R
1. Mentioned by R
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
cses_ptycont_othcont,POST:CSES: Mobilization: institutional contact Other,,"0. Notmentioned by R
1. Mentioned by R
0. Not mentionedby R
1. Mentioned by R
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
cses_ptycont_oth,POST:Other Specify-CSES Mobilization: institutional contact,,,"-2. Textresponses available in separatefile
-2. Textresponses available in separatefile
"
cses_ptycont_dkrf,POST:FTF ONLY:CSES: Mobilization: institutional contact DK/RF,,"0. Notmentioned by R
1. Dk mentioned byR
2. Rf mentioned by R
0. Not mentionedby R
1. Dk mentioned by R
2. Rf mentioned by R
","-1. Inapplicable
-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-1. Inapplicable
-6. Not asked, unit
-7. Deleted due to partial
"
cses_persuade,CSES: Mobilization: personal contact,"Duringthecampaign,didafriend,familymember,neighbor,workcolleague or other acquaintance try to persuade you to vote for a particular party or candidate?","1. Yes
2. No
1. Yes
2. No
","-6. Notasked, unit nonresponse (no post-election
-7. Deleteddue to partial (post-election) interview
-8. Don't know
-9. Refused
-6. Not asked, unit
-7. Deleted due to partial
-8. Don't know
-9. Refused
"
